"species_a","species_b","sp_comb","rank","taxa_name","index","distance"
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Order","Bacillales","phylo_q0",0.139431959982846
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Order","Bacillales","phylo_q0",0.647926110830741
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Order","Bacillales","phylo_q0",0.419812844956479
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Bacillales","phylo_q0",0.349009423647356
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Bacillales","phylo_q0",0
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Order","Bacillales","phylo_q0",0.285997884870719
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Bacillales","phylo_q0",0.0179420948138309
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Bacillales","phylo_q0",0.26420535854251
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Bacillales","phylo_q0",0
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Bacillales","phylo_q0",0.488554393297619
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Bacillales","phylo_q0",0.32256676375337
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Bacillales","phylo_q0",0.349009423647356
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Order","Bacillales","phylo_q0",0.52700141684568
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Bacillales","phylo_q0",0.340686189672076
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Bacillales","phylo_q0",0.53945325239932
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Bacillales","phylo_q0",0.349009423647356
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Bacillales","phylo_q0",0.0999920655298601
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Bacillales","phylo_q0",0.0254291943923872
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Order","Bacillales","phylo_q0",0.285997884870719
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Bacillales","phylo_q0",0.0179420948138309
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Bacillales","phylo_q0",0.26420535854251
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Bacillales","phylo_q0",0
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Bacillales","phylo_q0",0.488554393297619
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Bacillales","phylo_q0",0.32256676375337
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Order","Bacillales","phylo_q0",0.269438386507824
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Order","Bacillales","phylo_q0",0.391990040075507
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Order","Bacillales","phylo_q0",0.285997884870719
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Order","Bacillales","phylo_q0",0.614159729227535
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Order","Bacillales","phylo_q0",0.537988713689298
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Bacillales","phylo_q0",0.293017266889682
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Bacillales","phylo_q0",0.0179420948138309
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Bacillales","phylo_q0",0.509582811136021
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Bacillales","phylo_q0",0.327141401104408
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Bacillales","phylo_q0",0.26420535854251
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Bacillales","phylo_q0",0.449015949688145
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Bacillales","phylo_q0",0.543085285913565
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Bacillales","phylo_q0",0.488554393297619
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Bacillales","phylo_q0",0.32256676375337
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Bacillales","phylo_q0",0.114863073979217
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Bacillales","phylo_q1",0.00362403447977311
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Order","Bacillales","phylo_q1",0.16054244357326
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Bacillales","phylo_q1",0.164899411020293
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Bacillales","phylo_q1",0.101589979527946
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Bacillales","phylo_q1",0.15937033167394
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Order","Bacillales","phylo_q1",0.166967099976139
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Bacillales","phylo_q1",0.15762289182387
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.298918472580646
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.157002543911917
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Bacillales","phylo_q1",0.902457348891033
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Bacillales","phylo_q1",0.188262608254723
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Order","Bacillales","phylo_q1",0.188148623665842
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Bacillales","phylo_q1",0.193756077311821
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Bacillales","phylo_q1",0.12243664645892
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Bacillales","phylo_q1",0.189695301462856
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Order","Bacillales","phylo_q1",0.191876948013154
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Bacillales","phylo_q1",0.187246892542891
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.298918472580646
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.187726347888439
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Bacillales","phylo_q1",0.902317156288629
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Bacillales","phylo_q1",0.217538040580565
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Order","Bacillales","phylo_q1",0.0393691489680656
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Order","Bacillales","phylo_q1",0.0951601807079159
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Order","Bacillales","phylo_q1",0.0326498029513216
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Order","Bacillales","phylo_q1",0.0467505374768751
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Order","Bacillales","phylo_q1",0.022752782572657
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.298918472580647
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.028123624215495
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Order","Bacillales","phylo_q1",0.911441357194922
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Order","Bacillales","phylo_q1",0.0841132236997109
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Bacillales","phylo_q1",0.0912343149374095
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Bacillales","phylo_q1",0.00284253845653937
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Order","Bacillales","phylo_q1",0.0524940844905559
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Bacillales","phylo_q1",0.0152049116940018
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.196546208591861
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.00769202155373017
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Bacillales","phylo_q1",0.885686252013868
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Bacillales","phylo_q1",0.0789560561766349
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Bacillales","phylo_q1",0.0827615887646478
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Order","Bacillales","phylo_q1",0.101655566533394
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Bacillales","phylo_q1",0.0774215310553101
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.330193595528969
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.0784456499532555
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Bacillales","phylo_q1",0.584812030880624
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Bacillales","phylo_q1",0.0199763620665472
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Order","Bacillales","phylo_q1",0.0403473957521474
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Bacillales","phylo_q1",0.00711692773520678
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.23329048450434
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.00149113076069907
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Bacillales","phylo_q1",0.890924787014153
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Bacillales","phylo_q1",0.0692402859021857
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Order","Bacillales","phylo_q1",0.0367108772888485
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.298918472580646
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.0363572040473599
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Order","Bacillales","phylo_q1",0.911441357194921
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Order","Bacillales","phylo_q1",0.0912023454347857
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Bacillales","phylo_q1",0.28591694867235
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.00288514442339016
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Bacillales","phylo_q1",0.904116954401019
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Bacillales","phylo_q1",0.0629684138980477
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Bacillales","phylo_q1",0.260697275330023
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Bacillales","phylo_q1",0.872576784551859
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Bacillales","phylo_q1",0.342467086646371
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Bacillales","phylo_q1",0.896356120502644
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Bacillales","phylo_q1",0.0643297051702121
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Bacillales","phylo_q1",0.526494363092324
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Bacillales","phylo_q2",0.00108181151408004
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Order","Bacillales","phylo_q2",0.111677977420974
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Bacillales","phylo_q2",0.10101135477897
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Bacillales","phylo_q2",0.0575465222663947
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Bacillales","phylo_q2",0.103745674233892
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Order","Bacillales","phylo_q2",0.127831024326189
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Bacillales","phylo_q2",0.108968205225578
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.21220067703146
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.10636712027135
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Bacillales","phylo_q2",0.95345635968876
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Bacillales","phylo_q2",0.116056586235035
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Order","Bacillales","phylo_q2",0.132457746188928
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Bacillales","phylo_q2",0.121750852746589
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Bacillales","phylo_q2",0.0727577875809855
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Bacillales","phylo_q2",0.125207543015865
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Order","Bacillales","phylo_q2",0.148152311368841
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Bacillales","phylo_q2",0.130417159111404
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.221702035522808
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.128079930534323
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Bacillales","phylo_q2",0.954142381096557
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Bacillales","phylo_q2",0.138654147110417
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Order","Bacillales","phylo_q2",0.0135625698381301
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Order","Bacillales","phylo_q2",0.0313353940809948
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Order","Bacillales","phylo_q2",0.0115763045140544
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Order","Bacillales","phylo_q2",0.0274641442917658
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Order","Bacillales","phylo_q2",0.0107464518013258
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.2130844777505
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.0111225388573479
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Order","Bacillales","phylo_q2",0.956379322731318
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Order","Bacillales","phylo_q2",0.0254594867107705
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Bacillales","phylo_q2",0.0192831431719696
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Bacillales","phylo_q2",0.00111201441448538
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Order","Bacillales","phylo_q2",0.021759973276148
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Bacillales","phylo_q2",0.00374189114522849
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.153351570018694
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.00237502878890883
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Order","Bacillales","phylo_q2",0.951584045467068
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Order","Bacillales","phylo_q2",0.0145941686518376
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Order","Bacillales","phylo_q2",0.0196072997801768
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Order","Bacillales","phylo_q2",0.0403626158053767
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Order","Bacillales","phylo_q2",0.0223526473046454
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.2018422152613
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.0207463532120464
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Order","Bacillales","phylo_q2",0.729775006900388
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Order","Bacillales","phylo_q2",0.0097408433915207
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Order","Bacillales","phylo_q2",0.0166817286532004
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Order","Bacillales","phylo_q2",0.00136463462376435
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.180306944874279
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.000328685952629026
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Order","Bacillales","phylo_q2",0.953784001004998
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Order","Bacillales","phylo_q2",0.0132166502987703
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Order","Bacillales","phylo_q2",0.0184447152327309
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.228221313053285
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.0164359655270305
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Order","Bacillales","phylo_q2",0.957808727627747
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Order","Bacillales","phylo_q2",0.0322904675939995
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Order","Bacillales","phylo_q2",0.208027980033886
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.0005854374197094
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Order","Bacillales","phylo_q2",0.95596923720335
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Order","Bacillales","phylo_q2",0.0145058419063353
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Order","Bacillales","phylo_q2",0.196667861672513
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Order","Bacillales","phylo_q2",0.93975590843193
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Order","Bacillales","phylo_q2",0.223930689553807
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Order","Bacillales","phylo_q2",0.955085911765582
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Order","Bacillales","phylo_q2",0.0134275314333741
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Order","Bacillales","phylo_q2",0.670056687936354
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Order","Bacteroidales","taxo_q0",0.873417721518987
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Order","Bacteroidales","taxo_q0",1
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Order","Bacteroidales","taxo_q0",0.6
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Order","Bacteroidales","taxo_q0",0.909090909090909
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Order","Bacteroidales","taxo_q0",0.925925925925926
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Order","Bacteroidales","taxo_q0",0.888888888888889
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Order","Bacteroidales","taxo_q0",0.719298245614035
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Order","Bacteroidales","taxo_q0",1.04878048780488
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Order","Bacteroidales","taxo_q0",0.919354838709677
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Order","Bacteroidales","taxo_q0",0.565217391304348
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Order","Bacteroidales","taxo_q0",0.947368421052632
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Order","Bacteroidales","taxo_q0",0.896551724137931
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Order","Bacteroidales","taxo_q0",0.592592592592593
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Order","Bacteroidales","taxo_q0",0.734513274336283
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Order","Bacteroidales","taxo_q0",0.695652173913043
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Order","Bacteroidales","taxo_q0",0.870967741935484
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Order","Bacteroidales","taxo_q0",0.620689655172414
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Order","Bacteroidales","taxo_q0",1.04545454545455
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Order","Bacteroidales","taxo_q0",0.732283464566929
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Order","Bacteroidales","taxo_q0",0.617021276595745
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Order","Bacteroidales","taxo_q0",0.709401709401709
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Order","Bacteroidales","taxo_q0",0.80952380952381
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Order","Bacteroidales","taxo_q0",0.775280898876404
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Order","Bacteroidales","taxo_q0",0.789473684210526
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Order","Bacteroidales","taxo_q0",0.855072463768116
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Order","Bacteroidales","taxo_q0",0.773333333333333
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Order","Bacteroidales","taxo_q0",1.1
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Order","Bacteroidales","taxo_q0",0.786407766990291
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Order","Bacteroidales","taxo_q0",0.846153846153846
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Order","Bacteroidales","taxo_q0",0.78494623655914
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Order","Bacteroidales","taxo_q0",0.669064748201439
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Order","Bacteroidales","taxo_q0",0.634146341463415
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Order","Bacteroidales","taxo_q0",0.815126050420168
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Order","Bacteroidales","taxo_q0",0.35
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Order","Bacteroidales","taxo_q0",0.914285714285714
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Order","Bacteroidales","taxo_q0",0.751633986928105
