"species_a","species_b","sp_comb","rank","taxa_name","index","distance"
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.463850039612353
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.440422893175809
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.204587936923735
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q0",0.351936359419053
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","phylo_q0",0.440422893175809
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q0",0.496813126108168
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q0",0.430916054500432
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.115622013760735
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.472661377015784
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.322532587842082
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.444029886111926
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.39780513727448
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.115622013760735
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","phylo_q0",0.621372250474123
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q0",0.358153794686211
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q0",0.512660749650123
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.475928918297323
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.328433230505378
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.037873116733639
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.129711912573385
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.617940517638885
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.298485311091583
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q0",0.185847167130655
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q0",0.105844629216765
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.396253967745795
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.257512853478375
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.608675805143437
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.578324640792843
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.0578505903173503
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.554119344621874
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q0",0.284714231219256
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.601262119253142
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.0581631951763333
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.338726067660465
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.431747924176511
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.248248672363478
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.466254693047863
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Phylum","Actinobacteria","phylo_q0",0.385172236535375
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.273207167770656
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.555562623000909
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.45635406415307
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.0724962807044451
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.54593522528882
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Phylum","Actinobacteria","phylo_q0",0.581709692752204
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.449861635930462
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.384104986794261
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.346342775019082
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.261476462688554
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q0",0.315094893594938
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.411461673398667
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.21660389533078
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.433612760981784
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q0",0.167441275928031
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.604270696818783
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.263591988184193
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q0",0.571350568684732
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.391139777569655
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Phylum","Actinobacteria","phylo_q0",0.517258754017909
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","phylo_q1",0.0360248057604124
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q1",0.249310782550266
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","phylo_q1",0.49818751500417
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q1",0.678099270276722
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q1",0.116510110596548
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.115483845084696
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.541541773025565
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.258158910531118
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.230796912811624
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.848545259388321
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.0437866398437283
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q1",0.257929159112671
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","phylo_q1",0.536625679104357
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q1",0.68453937026337
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q1",0.0505555777350575
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.0407962578435512
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.542709662191305
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.266326555605583
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.240478922230166
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.838087133021767
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.0784317867840114
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","phylo_q1",0.598568526513237
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q1",0.532819023119801
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q1",0.225049609295502
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.258794450875263
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.338536390026285
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.038772868543911
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.0136256120371767
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.881338418852851
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.261019956053281
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q1",0.0643900211620871
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q1",0.491694547638336
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.53022447861291
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.111770253275546
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.632197584522287
"Pagrus_pagrus","Diplodus_sargus","Diplodus_sargus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.587064048513639
"Sarpa_salpa","Diplodus_sargus","Diplodus_sargus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.0574739778131224
"Sparus_aurata","Diplodus_sargus","Diplodus_sargus__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.58246412322875
"Lithognathus_mormyrus","Diplodus_vulgaris","Diplodus_vulgaris__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q1",0.652172397219193
"Oblada_melanura","Diplodus_vulgaris","Diplodus_vulgaris__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.691426234088558
"Pagellus_acarne","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.029746011100612
"Pagellus_erythrinus","Diplodus_vulgaris","Diplodus_vulgaris__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.513320169174978
"Pagrus_pagrus","Diplodus_vulgaris","Diplodus_vulgaris__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.553782184120002
"Sarpa_salpa","Diplodus_vulgaris","Diplodus_vulgaris__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.0593793306127941
"Sparus_aurata","Diplodus_vulgaris","Diplodus_vulgaris__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.683484449052542
"Oblada_melanura","Lithognathus_mormyrus","Lithognathus_mormyrus__Oblada_melanura","Phylum","Actinobacteria","phylo_q1",0.0124505677965552
"Pagellus_acarne","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.521152171862703
"Pagellus_erythrinus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.298164215754362
"Pagrus_pagrus","Lithognathus_mormyrus","Lithognathus_mormyrus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.200207062531166
"Sarpa_salpa","Lithognathus_mormyrus","Lithognathus_mormyrus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.790763368323574
"Sparus_aurata","Lithognathus_mormyrus","Lithognathus_mormyrus__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.201338168618624
"Pagellus_acarne","Oblada_melanura","Oblada_melanura__Pagellus_acarne","Phylum","Actinobacteria","phylo_q1",0.554013603622068
"Pagellus_erythrinus","Oblada_melanura","Oblada_melanura__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.302416831907182
"Pagrus_pagrus","Oblada_melanura","Oblada_melanura__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.239542645261359
"Sarpa_salpa","Oblada_melanura","Oblada_melanura__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.83350817905657
"Sparus_aurata","Oblada_melanura","Oblada_melanura__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.198704838759433
"Pagellus_erythrinus","Pagellus_acarne","Pagellus_acarne__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q1",0.311824789334437
"Pagrus_pagrus","Pagellus_acarne","Pagellus_acarne__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.361569555801602
"Sarpa_salpa","Pagellus_acarne","Pagellus_acarne__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.150547017008389
"Sparus_aurata","Pagellus_acarne","Pagellus_acarne__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.540249782153299
"Pagrus_pagrus","Pagellus_erythrinus","Pagellus_erythrinus__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q1",0.0748414427641249
"Sarpa_salpa","Pagellus_erythrinus","Pagellus_erythrinus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.888185599190169
"Sparus_aurata","Pagellus_erythrinus","Pagellus_erythrinus__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.254694304101232
"Sarpa_salpa","Pagrus_pagrus","Pagrus_pagrus__Sarpa_salpa","Phylum","Actinobacteria","phylo_q1",0.879066006498976
"Sparus_aurata","Pagrus_pagrus","Pagrus_pagrus__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.244473696289173
"Sparus_aurata","Sarpa_salpa","Sarpa_salpa__Sparus_aurata","Phylum","Actinobacteria","phylo_q1",0.875654491339095
"Diplodus_annularis","Boops_boops","Boops_boops__Diplodus_annularis","Phylum","Actinobacteria","phylo_q2",0.020236443001822
"Diplodus_puntazzo","Boops_boops","Boops_boops__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q2",0.132429459502027
"Diplodus_sargus","Boops_boops","Boops_boops__Diplodus_sargus","Phylum","Actinobacteria","phylo_q2",0.565624944249253
"Diplodus_vulgaris","Boops_boops","Boops_boops__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q2",0.71383316235349
"Lithognathus_mormyrus","Boops_boops","Boops_boops__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q2",0.0680892951855672
"Oblada_melanura","Boops_boops","Boops_boops__Oblada_melanura","Phylum","Actinobacteria","phylo_q2",0.0782730396099551
"Pagellus_acarne","Boops_boops","Boops_boops__Pagellus_acarne","Phylum","Actinobacteria","phylo_q2",0.470875267533432
"Pagellus_erythrinus","Boops_boops","Boops_boops__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q2",0.183850755749439
"Pagrus_pagrus","Boops_boops","Boops_boops__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q2",0.109895694725356
"Sarpa_salpa","Boops_boops","Boops_boops__Sarpa_salpa","Phylum","Actinobacteria","phylo_q2",0.928275626364512
"Sparus_aurata","Boops_boops","Boops_boops__Sparus_aurata","Phylum","Actinobacteria","phylo_q2",0.0174034803733911
"Diplodus_puntazzo","Diplodus_annularis","Diplodus_annularis__Diplodus_puntazzo","Phylum","Actinobacteria","phylo_q2",0.140877614931992
"Diplodus_sargus","Diplodus_annularis","Diplodus_annularis__Diplodus_sargus","Phylum","Actinobacteria","phylo_q2",0.574625233090453
"Diplodus_vulgaris","Diplodus_annularis","Diplodus_annularis__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q2",0.718765175382347
"Lithognathus_mormyrus","Diplodus_annularis","Diplodus_annularis__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q2",0.0165629258440472
"Oblada_melanura","Diplodus_annularis","Diplodus_annularis__Oblada_melanura","Phylum","Actinobacteria","phylo_q2",0.0202370962910365
"Pagellus_acarne","Diplodus_annularis","Diplodus_annularis__Pagellus_acarne","Phylum","Actinobacteria","phylo_q2",0.478526652907074
"Pagellus_erythrinus","Diplodus_annularis","Diplodus_annularis__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q2",0.194057761272674
"Pagrus_pagrus","Diplodus_annularis","Diplodus_annularis__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q2",0.118999238351156
"Sarpa_salpa","Diplodus_annularis","Diplodus_annularis__Sarpa_salpa","Phylum","Actinobacteria","phylo_q2",0.919827453175368
"Sparus_aurata","Diplodus_annularis","Diplodus_annularis__Sparus_aurata","Phylum","Actinobacteria","phylo_q2",0.0570854002757744
"Diplodus_sargus","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_sargus","Phylum","Actinobacteria","phylo_q2",0.621144469620247
"Diplodus_vulgaris","Diplodus_puntazzo","Diplodus_puntazzo__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q2",0.605210904796866
"Lithognathus_mormyrus","Diplodus_puntazzo","Diplodus_puntazzo__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q2",0.155329385941284
"Oblada_melanura","Diplodus_puntazzo","Diplodus_puntazzo__Oblada_melanura","Phylum","Actinobacteria","phylo_q2",0.174645335072882
"Pagellus_acarne","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_acarne","Phylum","Actinobacteria","phylo_q2",0.299889161539986
"Pagellus_erythrinus","Diplodus_puntazzo","Diplodus_puntazzo__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q2",0.0163646126350667
"Pagrus_pagrus","Diplodus_puntazzo","Diplodus_puntazzo__Pagrus_pagrus","Phylum","Actinobacteria","phylo_q2",0.00865335227341091
"Sarpa_salpa","Diplodus_puntazzo","Diplodus_puntazzo__Sarpa_salpa","Phylum","Actinobacteria","phylo_q2",0.940571576959725
"Sparus_aurata","Diplodus_puntazzo","Diplodus_puntazzo__Sparus_aurata","Phylum","Actinobacteria","phylo_q2",0.176540639351879
"Diplodus_vulgaris","Diplodus_sargus","Diplodus_sargus__Diplodus_vulgaris","Phylum","Actinobacteria","phylo_q2",0.0161433896884915
"Lithognathus_mormyrus","Diplodus_sargus","Diplodus_sargus__Lithognathus_mormyrus","Phylum","Actinobacteria","phylo_q2",0.570549210108804
"Oblada_melanura","Diplodus_sargus","Diplodus_sargus__Oblada_melanura","Phylum","Actinobacteria","phylo_q2",0.589588752472906
"Pagellus_acarne","Diplodus_sargus","Diplodus_sargus__Pagellus_acarne","Phylum","Actinobacteria","phylo_q2",0.0620858150379235
"Pagellus_erythrinus","Diplodus_sargus","Diplodus_sargus__Pagellus_erythrinus","Phylum","Actinobacteria","phylo_q2",0.66510603044258
